x,log2_Naive_2157A,log2_Naive_2157C,log2_Naive_2157B,log2_Memory_1962B,log2_Memory_1635B,log2_Memory_1655D,log2_DN_1655B,log2_DN_1962A,log2_DN_1716A,log2_SP_1716B,log2_SP_1944B,log2_SP_1655C,log2_DP_1635A,log2_DP_1944A,log2_DP_1655A,"anova_fdr_pvals min(anova_raw_vals,anova_log2_vals)","fold_change (min (max (mean_fc), max(median_fc))",rank_anova,rank_fc,ave_rankings,cluster
3110037C07RIK,6.4497,6.4581,6.6297,6.1194,6.2329,6.1509,6.0922,6.1579,6.6015,6.7608,6.9459,6.4205,5.5094,4.4471,5.9142,0.06985405,2.411724721,2443,1668,2055.5,8
3110043O21RIK,6.096,5.7679,5.8829,7.9222,7.403,8.0418,8.8497,8.0854,7.8365,7.4084,6.3208,4.3923,7.1118,6.0835,4.3923,0.102326641,4.050153975,2677,621,1649,5
3110048L19RIK.6330416L07RIK,6.8801,7.361,6.9839,5.6086,5.7437,5.3985,5.4718,4.6631,4.3923,5.4607,4.3923,5.4195,6.3076,6.9384,5.719,0.106670141,2.867580411,2700,1187,1943.5,9
3110052M02RIK,6.8821,7.061,6.9859,5.5933,6.1422,5.688,5.5259,5.7809,5.3615,5.2964,5.0855,6.2316,6.573,7.3656,6.0977,0.12602949,2.339668137,2774,1778,2276,9
3110054G05RIK,5.5975,5.52,5.9773,5.1765,4.8737,5.2761,4.8084,4.7718,4.9736,5.9146,5.8003,5.5694,5.2974,5.053,5.1737,0.009381135,1.916638262,1044,2621,1832.5,9
3110070M22RIK,5.1226,5.0905,5.3028,4.8127,4.554,4.9112,6.368,6.2266,6.1356,6.0581,6.4089,5.293,4.3923,4.3923,4.9013,0.022933463,3.263302132,1666,918,1292,6
3110073H01RIK,5.9731,5.5821,5.6546,6.8472,6.995,7.3764,5.8491,6.6888,6.9412,7.3871,7.7446,7.7443,8.1291,7.7588,8.056,0.023938237,2.595151507,1693,1438,1565.5,2
3110082I17RIK,7.9948,7.6134,7.7091,8.8013,8.511,8.0408,7.8309,6.5351,6.8623,7.6546,6.4974,7.796,8.2303,8.73,7.9742,0.167052134,2.244000876,2873,1945,2409,10
3230401D17RIK,10.5701,10.2323,10.2437,10.6303,10.4834,10.1749,11.95,11.6111,11.6988,11.3827,11.3109,11.2369,10.9502,10.9118,11.0022,0.008210529,1.680466261,885,2770,1827.5,6
3300002A11RIK,5.0938,4.9105,4.6842,5.1519,4.3923,4.9838,4.9743,4.3923,4.7992,6.2152,6.6915,5.6141,4.6509,4.3923,5.0148,0.031027582,2.963841403,1913,1109,1511,8
3830408D07RIK,5.312,5.1774,5.3026,5.0831,5.2409,6.289,6.458,5.2413,4.3923,8.2881,7.7758,7.179,7.1489,6.9947,6.79,0.051882359,4.686626687,2266,475,1370.5,1
3830612M24,6.0097,5.6827,5.6903,7.1067,7.2615,7.5847,7.1787,7.0215,6.4493,6.7757,6.0208,5.764,5.4865,5.4119,4.3923,0.053595327,3.100858373,2287,1009,1648,5
4732423E21RIK,4.3923,4.3923,4.3923,4.3923,4.3923,5.9539,6.0104,7.7246,7.2216,4.627,4.7538,5.2589,4.3923,4.7958,5.1001,0.029619175,5.272873672,1888,379,1133.5,6
4831426I19RIK,4.6892,5.0831,4.8117,5.1336,5.3886,4.9581,4.8212,5.3578,5.7318,7.0069,7.1257,7.352,7.4815,7.4952,7.6197,0.002838032,4.484679214,320,519,419.5,1
4833420D23RIK,6.0524,6.1317,5.8355,6.3566,5.8642,6.1526,6.0761,4.948,5.3145,7.3116,7.0844,6.4387,6.7025,6.306,6.5644,0.05171406,2.79971593,2264,1250,1757,10
4833423F13RIK,6.455,6.1627,6.3535,6.5958,7.0252,6.6246,6.3704,6.4736,6.2084,6.075,5.7315,5.9222,4.3923,4.3923,4.5616,0.001449299,3.873683076,127,669,398,4
4833442J19RIK,7.8588,7.5226,7.6562,7.04,7.2576,7.3769,5.9184,6.8411,6.9563,7.7421,7.958,8.0446,7.8101,7.6361,7.8262,0.017006697,2.179065128,1453,2080,1766.5,9
4921509J17RIK,4.5372,4.3923,4.6572,5.1946,5.4163,5.7932,4.5491,5.4931,5.8983,6.341,6.8426,6.9252,7.0487,6.7456,7.071,0.031676595,2.967074466,1928,1106,1517,2
4921511C10RIK,5.7632,5.4921,5.7114,5.2923,5.4874,5.4448,5.0914,5.3123,5.212,5.109,5.1199,5.0826,4.3923,4.4139,4.5665,0.003739297,1.712217399,416,2748,1582,4
4921524M04RIK,6.0337,6.5852,6.3465,6.7825,5.2159,4.5535,7.9183,6.5358,6.7865,6.0276,5.1845,4.4736,4.685,4.3923,4.3923,0.030498345,5.469498152,1908,356,1132,3
4930422G04RIK,4.7451,4.3923,4.9607,4.3923,4.3923,4.3923,5.485,5.2178,5.3027,6.5614,6.6148,6.4372,6.5636,6.2081,6.4803,0.004167464,2.330547005,462,1798,1130,1
4930429F24RIK,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.9826,4.9735,6.1012,4.9112,5.9616,4.9579,6.211,0.210465308,2.329163116,2937,1800,2368.5,1
4930431H11RIK,9.8625,9.9848,10.1781,9.2346,9.1746,9.2386,9.4436,9.532,9.6239,9.1885,9.5928,9.1241,8.5204,7.8194,8.8352,0.044716504,2.018885094,2174,2519,2346.5,3
4930432O21RIK,6.3021,6.3589,6.2702,6.2126,6.2671,6.187,6.5747,6.3459,6.4792,5.7434,5.8423,5.8159,5.6065,5.3109,5.6061,0.005230646,1.849074622,608,2656,1632,4
4930434E21RIK,5.6197,5.2541,5.8862,5.8997,6.5692,5.7669,5.512,6.4097,6.6052,7.4722,7.7727,7.7212,7.1094,7.1192,7.7085,0.04082681,2.499731327,2108,1556,1832,1
4930438A08RIK,6.0797,6.0694,5.8242,5.746,5.2184,4.7392,6.5722,6.0209,6.5129,4.3923,4.4829,4.8115,4.7527,4.4809,4.3923,0.004857103,3.691691077,555,740,647.5,3
4930445K14RIK,6.8727,6.6164,6.6847,7.1975,7.0884,6.97,7.4409,7.389,7.5448,6.474,6.689,6.7174,6.5184,6.4473,6.6224,0.002567433,1.905318343,285,2623,1454,5
4930448K20RIK,5.8111,6.1481,5.8145,5.2454,5.2528,5.1301,4.9641,4.9622,4.9729,5.7828,5.7133,5.8248,5.8405,5.9427,5.8871,0.000487016,1.925635722,21,2618,1319.5,9
4930455C13RIK,6.5375,6.1548,6.3685,4.6341,4.6738,4.5308,4.802,4.9186,4.9082,4.3926,4.3923,4.4184,4.6078,4.7982,4.7387,0.008092452,1.410334307,874,2962,1918,3
4930463O16RIK,5.7576,5.8841,5.6262,4.9773,5.0264,4.7453,4.9496,4.8588,4.9893,4.572,4.6767,4.6119,4.3923,4.3923,4.4726,0.00418832,1.449008355,464,2935,1699.5,3
4930503L19RIK,7.3961,7.5834,7.5316,6.4069,6.1084,6.9216,6.5362,6.7667,6.2714,7.4926,7.2173,7.313,7.7142,7.6459,7.3305,0.016423456,2.05922078,1433,2389,1911,9
4930513N10RIK,6.3758,6.1912,5.9249,5.9633,6.4729,6.2314,5.7698,5.9144,5.8385,5.3311,5.3079,5.6425,4.3923,4.5853,4.8258,0.007275568,2.403036471,815,1680,1247.5,4
4930515G01RIK,6.0599,5.8741,6.3212,5.7569,5.7002,5.7408,5.3715,4.5469,4.3923,6.3769,5.8948,5.4606,5.5319,5.6763,5.4459,0.090226198,2.218585207,2602,2006,2304,9
4930517G19RIK,5.9584,5.7632,5.8032,5.7651,5.7707,5.5415,5.5114,5.8563,6.3036,4.3923,4.3923,5.3428,5.4906,5.782,5.5658,0.074343668,2.255943058,2485,1918,2201.5,3
4930518I15RIK,8.5853,8.8215,8.8202,8.3209,7.7715,7.2322,6.8035,4.3923,5.9559,7.7614,8.0088,7.8489,8.1057,7.8326,8.1812,0.01353597,4.122883705,1314,605,959.5,9
4930520O04RIK,5.9696,6.0103,6.018,4.5056,4.9659,4.8591,4.3923,5.2609,5.4024,7.6701,7.8369,7.7217,7.3012,7.2488,7.493,0.001361888,5.626072795,118,340,229,1
4930523C07RIK,9.4686,9.4345,9.4746,8.9813,8.49,8.0279,9.9706,9.2365,9.4303,8.9381,8.7544,8.5305,8.3112,7.973,8.073,0.017260125,2.567957918,1460,1480,1470,8
4930534I15RIK,6.264,6.4042,6.4177,5.1711,4.966,5.5711,5.9202,6.6645,6.4916,6.494,7.0947,5.9374,5.0298,4.9573,5.4682,0.054712408,2.715121633,2306,1310,1808,8
4930535I16RIK,7.113,7.0289,7.0334,6.5282,5.6299,6.4864,6.8414,7.2592,7.9206,5.7516,7.6465,6.6517,5.7641,4.3923,6.3226,0.168925751,2.852814362,2876,1200,2038,8
4930547N16RIK,5.3465,5.0319,5.2297,6.7358,5.7427,7.2401,5.8531,7.0308,7.6627,7.7795,8.6793,7.9848,8.1906,6.9873,8.2795,0.239664086,2.243751541,2954,1946,2450,2
4930551O13RIK,4.5716,4.3923,4.5754,5.6016,5.7474,5.5608,5.4188,4.5746,4.3923,6.3634,5.4339,5.9071,6.3438,6.8458,6.0476,0.053633528,3.065883933,2290,1030,1660,2
4930565B19RIK,7.5782,7.7195,7.5466,6.8864,6.3873,6.4774,6.5304,7.0746,7.8057,4.3923,5.7247,6.5293,6.7034,6.098,6.582,0.181071445,2.578881942,2908,1466,2187,3
4930572C08RIK,4.7098,4.6051,4.5479,5.1452,5.084,5.1772,5.5153,5.4408,5.6147,5.4353,5.4022,5.2757,5.0853,5.015,5.0707,0.009941135,1.372037796,1118,2992,2055,6
4930573G07RIK,6.7127,6.8647,6.5194,5.5381,5.3847,5.269,5.5208,5.4252,5.9439,4.3923,4.4185,5.0237,5.3347,5.4059,5.2289,0.038455822,2.050111726,2072,2418,2245,3
4930579G18RIK,7.7346,7.4765,7.5905,7.636,6.7105,6.3591,5.6242,4.3923,4.3923,6.5444,6.2133,6.1252,6.8402,6.5894,6.2242,0.035814438,3.200001295,2021,962,1491.5,9
4930595D18RIK,5.0287,5.0147,5.1452,5.5189,5.3634,5.413,4.8921,4.3923,4.3923,6.2069,5.8913,5.7447,5.9256,5.9315,5.8333,0.007796346,2.676295628,850,1349,1099.5,10
4932415G12RIK,6.3034,6.7698,6.2731,7.2687,7.1182,6.6766,5.6415,5.7416,6.44,7.2094,7.5917,7.6799,7.2529,7.0869,7.5033,0.016948159,2.899724061,1450,1160,1305,10
4932433N03RIK,7.3625,7.397,7.1764,7.1946,7.3107,6.8115,7.4268,6.9054,7.0258,6.9676,7.0966,6.6184,5.611,5.1678,6.4279,0.053595327,2.496686888,2286,1563,1924.5,4
4932441K18RIK,6.9978,7.0695,6.8351,6.7083,6.7634,6.8159,7.1583,7.0675,7.1474,6.8103,6.8706,6.5846,6.2077,6.0888,6.4179,0.008714193,1.852050796,971,2652,1811.5,8
4933407O12RIK,5.3342,5.6822,5.7668,6.0097,5.5272,5.9534,5.8311,5.8831,6.5113,6.6718,7.6035,6.2683,4.3923,4.3923,5.5472,0.05130201,4.320551065,2258,550,1404,8
4933413G19RIK.FOXM1.PEBP1,4.7408,4.5631,4.3923,6.1403,6.1355,6.4003,7.8416,7.9951,8.1175,8.4936,8.6257,8.7751,9.0434,9.0576,9.0136,0.003470194,2.072331371,378,2347,1362.5,2
4933424G06RIK,4.6089,4.6099,4.4925,4.3923,4.398,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.852,5.2504,5.0726,0.009270053,1.626610064,1026,2809,1917.5,7
4933431E20RIK,5.1676,5.2992,5.5091,4.7945,4.6121,4.8855,4.3923,4.3923,4.3923,5.4892,5.2351,5.0812,5.4435,5.4017,5.2967,0.004860273,2.034934258,561,2467,1514,9
4933437N03RIK,8.9873,8.8776,9.1963,6.7048,6.6658,6.7242,6.778,6.3802,6.0731,8.3045,8.2296,8.0149,8.3163,8.097,8.3157,0.004225068,3.528678195,467,801,634,9
5031439G07RIK,7.112,7.4823,7.4423,8.6687,8.9851,9.9416,7.64,9.0656,7.9895,7.1772,6.4008,6.2772,7.5376,7.4802,6.4129,0.111733862,3.031837453,2721,1052,1886.5,5
5033418A18RIK,8.9923,8.7956,9.0148,7.5393,7.5242,7.1971,7.2131,7.0905,7.3069,7.8674,7.8581,7.8428,7.7275,7.7133,7.9236,0.006165867,1.567512259,726,2854,1790,9
5330403D14RIK,6.8316,6.5665,6.6748,7.5147,7.5214,6.9099,8.6756,7.8786,7.6246,7.3332,4.4524,5.9566,4.3923,5.75,4.3923,0.063876121,9.034819679,2400,141,1270.5,4
5330409N07RIK,4.4861,4.3923,4.5365,4.3923,4.3923,4.3923,4.3923,4.3923,5.2714,5.8842,5.9887,7.1857,4.5109,5.9198,4.9668,0.110207667,3.1250664,2718,997,1857.5,1
5330426P16RIK,5.8672,5.5988,5.4995,5.5941,5.8789,6.6145,4.3923,5.8133,5.8431,6.8948,7.1919,7.224,7.3272,7.1112,7.1943,0.010791043,2.633653566,1166,1393,1279.5,1
5330433J24RIK,5.102,5.0227,5.2456,5.1094,4.6444,5.0978,4.6565,4.3923,4.3923,5.796,5.4519,5.2209,5.4175,5.2105,4.8841,0.031142053,2.08075574,1917,2320,2118.5,10
5430405H02RIK,6.4578,6.1836,6.3339,5.8887,5.4597,5.4381,5.3258,4.3923,4.65,5.9203,5.8253,5.8454,5.9119,5.7573,5.6463,0.027893526,2.064052508,1819,2367,2093,9
5430427G11RIK,5.6932,5.3608,5.6307,5.3711,4.9032,4.9336,5.8243,5.2717,5.506,5.3893,5.5831,4.8228,4.4526,4.3923,4.4177,0.032183478,2.181531186,1943,2074,2008.5,8
5430434F05RIK,8.6455,8.4759,8.4975,7.0776,7.118,6.9495,6.7947,6.852,6.8283,7.5331,7.5064,7.4864,7.0879,7.1308,7.2176,0.001044995,1.605449617,87,2826,1456.5,9
5430434G16RIK,6.8475,6.9358,6.9045,8.4121,7.4715,7.5723,9.0436,8.2819,8.5809,8.3485,8.5694,7.9857,7.6211,7.4481,7.0225,0.037131341,2.199619178,2048,2037,2042.5,6
5430439M09RIK,6.6674,6.5332,6.6019,6.713,7.1185,6.9314,4.3923,5.5784,5.5629,6.5227,6.6463,6.8836,6.7246,6.8525,7.0819,0.016705208,2.475805611,1444,1590,1517,10
5730453C05RIK,5.6435,5.7213,6.2947,5.8415,5.7852,5.0047,4.3923,4.3923,4.5461,4.604,5.2677,5.0222,5.4149,5.3834,5.999,0.034281598,2.083178473,1989,2313,2151,9
5730469M10RIK,7.8948,7.9144,7.8292,5.6981,7.24,7.682,7.5552,8.2086,7.2464,10.9903,11.1049,10.6842,10.5351,10.2429,10.8002,0.003312514,9.291344571,361,134,247.5,1
5730493B19RIK,5.8403,5.8947,5.6418,4.6,4.8004,4.621,5.1797,4.5073,4.3923,6.2628,5.7861,5.474,5.8806,5.9834,5.9372,0.034409528,2.343938012,1994,1768,1881,9
5730508B09RIK,8.9171,8.9164,8.8043,8.3263,8.4554,8.4044,9.2006,9.0392,8.9151,6.9909,6.3646,4.9952,4.3923,4.3923,4.5949,0.001575212,25.23894634,140,21,80.5,4
5830405N20RIK,8.4343,8.5537,8.6001,8.6031,9.0167,8.7038,7.5809,7.9656,7.4819,8.1354,7.7604,8.0001,4.5563,5.6969,5.9901,0.010475064,5.012707719,1145,424,784.5,4
5830411N06RIK,5.0724,5.424,5.1869,5.6422,6.3577,5.9159,6.3442,6.642,6.3191,5.5888,4.9048,5.3128,4.3923,5.2552,5.2079,0.015472517,2.231449133,1380,1970,1675,5
5830415L20RIK,9.5294,9.2825,9.2511,8.3084,8.4426,8.4324,9.237,9.1379,9.127,9.902,9.9468,9.7277,9.9813,9.7793,10.0934,0.007830007,1.72913471,853,2734,1793.5,1
5830427D02RIK,7.6857,7.1846,7.3947,6.513,6.743,6.1739,7.4081,6.1261,4.3923,8.4396,7.9875,7.4427,6.7626,6.9416,7.0849,0.137808642,2.995612786,2814,1085,1949.5,9
5830443J22RIK,6.0903,6.1397,6.0641,6.0077,6.5641,6.777,6.4382,6.7382,5.8404,6.9383,6.2289,6.3624,5.1353,5.7481,4.6907,0.071906731,2.478806071,2460,1587,2023.5,4
5830456J23RIK,4.3923,4.8756,4.5218,4.3923,4.3923,5.9513,4.4255,5.6024,5.2517,6.5764,6.4082,6.8545,6.7137,6.467,5.4859,0.081099616,2.545325061,2536,1509,2022.5,1
5830468F06RIK,7.5485,7.5283,7.4796,6.2489,6.362,5.7735,6.0668,5.8724,6.3,4.3923,4.3923,4.5685,4.3923,4.3923,4.3923,0.001479601,3.30169534,134,902,518,3
5830474E16RIK,5.6744,5.3923,5.4387,5.8667,4.8957,5.391,5.1078,5.165,5.6581,7.7626,7.9371,7.8987,7.2582,6.7786,6.9523,0.002262615,5.921312762,231,312,271.5,1
5830485P09RIK,7.195,7.928,8.0424,5.7851,5.5235,6.2048,5.7208,5.3037,4.3923,7.1386,6.9045,6.4182,6.9042,6.6265,6.629,0.034126089,3.085975596,1985,1015,1500,9
6030400A10RIK,5.6608,5.8743,6.3355,6.1682,5.2506,5.3372,7.5431,6.9439,7.2882,6.4867,6.7619,6.4547,6.2934,5.4319,5.9057,0.029528091,2.592735518,1881,1447,1664,6
6030458A19RIK,6.2054,6.3738,6.2467,6.2141,6.3752,6.2921,6.797,6.8129,6.6967,5.8416,5.4739,5.6922,5.7617,5.9704,5.695,0.002530398,2.155313239,278,2124,1201,4
6030487A22RIK,6.4337,6.5626,6.5034,4.4252,4.8447,5.5472,5.1698,5.6401,4.9064,7.145,6.9761,6.9893,7.0307,6.8845,6.8985,0.002382731,3.468872848,246,821,533.5,1
6230400D17RIK,8.0908,8.0572,7.9179,4.3923,5.446,5.8499,6.2313,7.1623,6.826,6.4542,6.555,6.154,5.0694,5.1334,5.9447,0.055121177,2.5837266,2311,1462,1886.5,8
6230409E13RIK,4.6025,4.6137,4.4948,4.5802,4.4595,4.3923,4.3923,4.3923,4.4154,5.7803,6.234,6.1648,6.6303,6.2547,6.5829,0.002074738,4.446238989,203,530,366.5,1
6230427J02RIK,7.2627,7.3704,7.4679,6.2244,6.8345,6.771,7.6314,8.0609,8.0328,6.8461,7.0106,7.2736,6.6709,6.9738,7.0799,0.021611973,2.012428085,1618,2544,2081,6
6330411E07RIK,8.7574,8.9737,8.6916,6.3136,6.3363,7.1652,6.6453,6.9517,6.0048,7.9266,7.984,7.0883,6.6437,5.754,6.6079,0.087822161,2.509983906,2589,1544,2066.5,9
6330412A17RIK,5.8416,5.6535,5.7284,4.8759,4.8832,4.3923,4.7493,4.6359,5.2372,5.9869,6.1747,6.3429,5.4179,5.5405,5.788,0.016206556,2.472624989,1420,1595,1507.5,9
6330415G19RIK,5.7727,5.4868,5.667,5.1409,4.6316,4.3923,6.3782,5.9519,6.1532,5.3632,5.0324,5.6813,4.7197,5.1149,4.3923,0.024757533,2.699395476,1731,1326,1528.5,8
6330416G13RIK,8.1873,8.0057,8.0451,6.6478,7.2856,7.6072,7.5639,7.9551,7.2931,7.4698,7.0869,6.6429,5.8822,6.4565,5.8797,0.029850365,2.916937325,1896,1147,1521.5,8
6330503K22RIK,5.5709,5.2212,5.6714,6.0844,6.4969,6.5076,5.0786,6.091,6.3845,6.5616,6.5206,7.4171,7.7702,7.9402,7.6408,0.027050417,3.235210143,1795,942,1368.5,2
6330509M05RIK,6.524,6.5003,6.3193,7.7319,8.1646,8.8378,6.3231,7.9125,6.7463,6.1861,4.5936,4.3923,5.2302,4.3923,4.3923,0.070931045,5.317819589,2450,373,1411.5,4
6430531B16RIK,6.1814,6.184,6.0265,6.3669,6.5962,6.7878,5.7983,6.0543,6.0794,5.2354,5.1235,5.6078,6.3127,6.7755,6.085,0.035232781,2.140455929,2009,2153,2081,7
6430537I21RIK,6.3014,6.2374,6.2713,6.4647,6.2425,6.6893,6.5386,6.7755,7.0716,7.9386,8.1104,8.0922,7.739,7.3911,7.6702,0.008882349,2.369764658,987,1740,1363.5,1
6530415H11RIK,7.6452,7.0041,7.375,5.6705,5.6822,5.5306,6.1441,5.5494,5.2605,5.7851,4.9984,5.3454,4.4696,5.0451,4.3923,0.110651776,2.089444209,2719,2294,2506.5,3
6720418B01RIK,7.6688,7.7894,7.8046,7.8853,7.8864,6.2535,9.2923,8.3024,8.113,7.1979,4.3923,4.3923,4.3923,4.3923,4.3923,0.029022021,15.73517493,1858,43,950.5,4
6720462K09RIK,6.2048,5.9811,6.6012,6.227,5.0034,4.3923,8.0618,6.9345,6.8875,6.5721,5.0361,4.3923,4.7772,5.0318,4.3923,0.054745431,4.591911488,2307,494,1400.5,3
6720475J19RIK,8.1551,8.453,8.4547,6.6803,6.8813,7.2817,7.2878,8.0448,8.0504,6.9461,7.5682,7.1598,6.7517,6.1454,7.0649,0.097562894,2.205401901,2648,2030,2339,3
8030498B09RIK,6.7795,6.6439,6.5802,6.4849,6.2277,6.259,6.126,4.8098,4.3923,7.1003,6.3353,6.3371,6.6308,6.8974,6.2344,0.095501206,2.552451915,2635,1500,2067.5,9
8430419L09RIK,9.942,9.7446,9.6189,9.4116,9.9218,9.9583,9.6296,10.333,10.18,7.1641,7.0467,8.4668,8.036,8.8512,8.5804,0.022110115,5.170491759,1637,398,1017.5,3
8430429K09RIK,6.9221,6.9963,7.1357,5.4111,5.8841,5.6435,5.2776,4.6816,4.3923,6.9987,6.4939,6.2941,5.8943,6.2431,6.1134,0.017223013,3.559422546,1459,787,1123,9
9030607L20RIK,7.0274,7.1193,6.7065,7.8054,7.3599,7.7353,9.0851,8.5674,8.5003,8.237,7.684,7.5156,7.727,7.4871,6.8297,0.050512542,2.120620302,2253,2213,2233,6
9130004J05RIK,5.7968,5.4862,5.5847,7.0064,6.8987,7.3062,6.9989,6.9881,7.132,7.3832,7.8309,7.1223,4.749,4.3923,5.0406,0.003165498,6.409423354,349,268,308.5,5
9130009I01RIK,5.4425,5.5994,5.435,4.5729,5.4756,5.6579,5.5996,4.95,4.3923,7.0751,6.3714,5.7113,5.5757,5.8095,5.5726,0.108659129,2.734631121,2713,1291,2002,10
9130019O22RIK,8.7202,8.4499,8.329,7.2363,6.8951,5.8627,8.6134,8.0508,8.2193,7.3233,7.1477,7.0593,7.3722,7.4086,7.4954,0.010994655,2.109592015,1176,2242,1709,3
9130208E07RIK,6.092,6.1851,5.9967,4.8212,4.6531,4.6765,5.7808,5.4891,5.481,5.2054,5.064,5.0397,4.828,4.7227,4.6142,0.009001631,1.728609212,998,2735,1866.5,3
9130401L11RIK,8.8902,8.7511,8.7098,8.0978,7.2989,6.8496,9.0738,8.3167,8.6207,6.0466,5.34,5.4911,6.1202,5.3651,4.3923,0.011053223,9.694249315,1186,121,653.5,3
9230110C19RIK,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.598,4.8718,5.2288,5.3016,5.5746,5.4297,5.7256,0.009869188,2.225214769,1103,1989,1546,1
9230116N13RIK,4.967,4.6884,4.8788,4.9823,5.1015,4.8157,4.571,4.6712,5.0702,5.1684,5.1401,5.8603,5.8009,6.0257,5.8167,0.040990804,2.182560148,2109,2069,2089,1
9330175E14RIK,7.4303,6.8016,7.5396,5.3073,4.9213,5.4337,7.092,6.9987,6.9568,6.7184,7.0198,6.0846,5.6539,4.718,6.0145,0.052369402,2.571024614,2271,1473,1872,8
9330180L21RIK.SFMBT1,5.6647,5.7069,5.844,7.1246,6.5147,6.8482,6.5645,5.1612,5.4594,7.5121,7.6025,7.0902,7.0386,6.3743,6.7516,0.052684962,2.975795904,2277,1103,1690,10
9430037O13RIK,5.1018,4.8986,4.9704,4.3923,4.3923,4.3923,6.9892,6.4798,7.1572,7.8073,8.0701,8.1098,8.3254,7.9864,8.1856,0.014304971,2.301879717,1332,1845,1588.5,1
9430087J23RIK,5.8643,5.4766,5.4149,5.5267,5.5945,6.0886,5.8823,5.6001,5.2509,7.3861,7.0108,6.5679,6.5117,6.4324,6.3028,0.024247168,2.693521237,1715,1330,1522.5,1
9430099H24RIK,5.2444,5.5901,5.0286,4.3923,4.3923,4.3923,4.3923,4.4692,5.0014,5.392,5.5207,6.0417,5.3051,5.3019,4.9297,0.056372277,2.088915179,2329,2298,2313.5,9
9530028C05,9.32,9.4935,9.5463,7.4851,7.9022,8.1057,8.052,8.5755,8.4235,6.9172,7.1411,7.1322,7.2279,7.2372,7.3637,0.006148001,2.457940347,717,1614,1165.5,3
9530029O12RIK,7.8863,7.4893,7.679,8.1698,8.1545,8.074,8.9689,8.5188,8.3125,8.3643,7.7172,7.7256,7.3848,7.6148,7.0487,0.043425057,2.201909529,2152,2034,2093,5
9530053H05RIK,7.2572,7.0583,7.1911,6.1872,4.7643,6.1409,5.426,6.4214,7.7351,8.246,8.7684,9.0441,8.789,8.4218,8.5026,0.055658857,3.732937738,2318,725,1521.5,1
9530086P17RIK,4.7817,4.8352,4.7563,4.9194,5.045,5.0213,5.2056,5.5882,5.7214,4.3923,4.3923,4.6828,4.4094,4.5168,4.5018,0.010486134,2.112488635,1147,2234,1690.5,5
9630010G10RIK,5.9735,5.7225,5.8707,6.0705,6.4545,6.342,5.6686,6.0961,6.1851,7.0236,7.1928,7.2037,7.0784,6.9442,7.2885,0.009423151,2.155655683,1058,2123,1590.5,1
9630013D21RIK,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,4.3923,5.6592,6.6721,7.4262,7.1868,7.4726,6.8338,7.4774,0.018191032,5.214617566,1503,390,946.5,1
9630025H16RIK,9.242,9.5385,9.3826,8.558,8.0848,7.079,9.8147,8.9795,9.06,8.1136,7.1187,6.9977,7.0438,7.3892,6.682,0.020726649,4.068492671,1589,615,1102,3
9630025I21RIK,6.7107,6.5888,6.5326,5.7896,5.5,4.964,6.5142,5.7235,5.728,4.9907,4.3923,4.3923,5.0961,5.3506,5.0372,0.034409528,2.600198217,1992,1433,1712.5,3
A130001G05RIK,5.9957,5.8976,6.2552,8.009,7.1115,6.728,9.3064,8.319,8.3534,8.0396,7.1587,7.0114,7.4615,7.2253,6.3411,0.078022793,2.298053381,2510,1853,2181.5,6
A130006I12RIK,5.0013,4.9943,4.9759,5.0016,4.3923,4.6135,5.7819,5.1045,5.2738,5.7196,6.1392,4.7779,4.3923,4.3923,4.3923,0.095036408,2.460215996,2634,1608,2121,8
A130009E19RIK,6.9768,7.3443,7.0148,8.377,7.579,7.0157,6.4984,4.3923,5.8892,7.1322,7.6387,7.7025,7.7739,7.4426,7.5401,0.030491345,3.403015803,1907,851,1379,10
A130038J17RIK,7.5924,7.4259,7.5512,6.4178,6.3383,6.1061,6.3161,5.953,6.2249,5.3744,5.535,5.4489,4.4913,4.3923,4.7404,0.003165498,3.174889125,350,972,661,3
A130040M12RIK,13.4804,13.5945,13.4764,13.1863,13.2066,13.1696,13.317,13.3327,13.3416,13.0333,13.0686,13.0515,12.9028,12.9222,12.9624,0.000731808,1.320550763,37,3023,1530,3
A130064L14RIK,6.6176,6.3428,6.6412,5.4016,6.2311,5.3725,6.7931,6.6315,6.1758,6.1103,5.3134,5.1067,4.3923,5.4586,5.6947,0.085706889,2.455381677,2568,1618,2093,3
A130091K22RIK,9.255,9.8751,9.6217,4.3923,5.7145,6.5487,6.983,8.4692,7.8957,6.2683,5.9376,6.3276,4.3923,6.0104,6.2433,0.072754594,3.736552955,2471,722,1596.5,3
A230046K03RIK,8.9348,9.2109,9.1429,8.2588,8.5302,8.7328,8.6504,8.6522,8.4977,7.5221,7.3299,7.1139,7.5043,7.1036,7.1868,0.002492693,2.517643632,260,1535,897.5,3
A230083N12RIK,5.0511,5.8594,5.7818,7.5332,6.4271,5.9817,5.1996,4.3923,4.3923,5.3762,6.0171,5.5781,6.413,5.5048,5.6627,0.081031794,2.353528334,2535,1755,2145,10
